Sale_ID,Customer_Name,Product,Quantity,Sale_Price,Sale_Date,Region,Sales_Channel,Sales_Rep,Sale_Cost
SAL100268,Barbara Hall,Printer,8,1754.92,2024-12-05,Central,Retail,Christina Mendoza,1505.44
SAL100269,David Rowland,Laptop,3,620.51,2024-06-22,Central,Online,Cheryl Andrews,532.3
SAL100270,Jordan Baker,Keyboard,6,1704.68,2024-07-25,North,Reseller,Alison Davis,1462.35
SAL100271,Krista Wilson,Keyboard,1,661.49,2024-06-15,Central,Retail,Adam Cooper,567.45
SAL100272,David Nelson DDS,Keyboard,7,949.83,2025-03-14,East,Reseller,James Diaz,814.8
SAL100273,Sharon Moran,Printer,8,1885.67,2024-12-25,Central,Retail,Sarah Perry,1617.61
SAL100274,Steven Davis,Printer,8,1531.52,2024-07-05,North,Retail,Joshua Sullivan,1313.8
SAL100275,Dr. Darlene Hammond PhD,Mouse,5,986.09,2024-09-12,East,Online,Michelle Lynch,845.91
SAL100276,Samantha Rodriguez,Keyboard,1,611.11,2025-03-07,North,Retail,Lisa Smith,524.24
SAL100277,Matthew Morales,Monitor,7,596.24,2025-01-30,West,Reseller,Mary Warner,511.48
SAL100278,Rebecca Rios,Printer,4,1518.56,2024-11-18,East,Online,Kimberly Atkins,1302.68
SAL100279,Adam Martinez,Camera,9,428.16,2024-07-29,South,Reseller,Brian Harrison,367.29
SAL100280,Kristine White,Phone,1,1221.07,2025-04-19,Central,Retail,Vincent Newman,1047.48
SAL100281,Jessica Price,Mouse,6,1179.23,2025-01-28,West,Reseller,Emma Singh,1011.59
SAL100282,Gregory Hicks,Mouse,7,1263.54,2024-09-13,East,Reseller,Adam Vasquez,1083.92
SAL100283,Heather Anderson,Camera,3,973.21,2025-01-31,West,Online,Sean Daniel,834.86
SAL100284,Matthew Holland MD,Phone,3,1942.44,2025-06-02,East,Retail,Andrew Houston,1666.31
SAL100285,Kathryn Watts,Monitor,1,338.95,2025-05-16,South,Retail,Latoya Dunn,290.77
SAL100286,Jay Sanchez,Mouse,6,325.55,2025-04-09,South,Retail,Dakota Harrison,279.27
SAL100287,Breanna Roberts,Tablet,3,1088.4,2025-05-21,Central,Online,Michael Clark,933.67
SAL100288,Mrs. Virginia Lawson,Printer,8,1956.73,2025-05-03,West,Online,Dustin Hill,1678.56
SAL100289,Danielle Taylor,Printer,4,766.17,2024-08-16,North,Reseller,Michael Fletcher,657.25
SAL100290,Angela Espinoza,Mouse,9,1849.44,2025-04-23,East,Online,Destiny Garcia,1586.53
SAL100291,Carolyn Trujillo,Tablet,9,193.72,2024-10-24,West,Retail,Darrell Robertson,166.18
SAL100292,Destiny Cervantes,Tablet,4,161.19,2025-05-04,East,Retail,Juan Clements,138.28
SAL100293,Victor Coleman,Phone,5,1507.7,2024-11-11,East,Retail,Kelly Parker,1293.37
SAL100294,Joseph Vega,Keyboard,7,1609.55,2025-03-07,East,Retail,Jared Gillespie,1380.74
SAL100295,David Conner,Printer,4,1929.21,2024-11-10,South,Retail,Lisa Cooper,1654.96
SAL100296,Catherine Massey,Phone,3,1275.28,2024-08-19,West,Retail,Joseph Carney,1093.99
SAL100297,Noah Daugherty,Monitor,7,1568.34,2024-12-26,South,Reseller,Lauren Nichols,1345.39
SAL100298,Brian Huffman,Mouse,4,739.28,2025-06-07,North,Retail,Jennifer Odonnell,634.18
SAL100299,Nathan Marshall,Camera,3,1435.61,2024-08-12,North,Reseller,Ashley Bradley,1231.53
SAL100300,Alicia Smith,Printer,2,232.12,2024-12-14,Central,Retail,Gwendolyn Rogers,199.12
SAL100301,Crystal Johnson,Laptop,9,507.07,2025-02-21,North,Retail,Theresa Sparks,434.99
SAL100302,Elizabeth Young,Tablet,1,1634.6,2024-10-01,South,Reseller,Allison Hale,1402.23
SAL100303,Paul Sims,Laptop,8,1965.12,2024-07-16,East,Reseller,Sonya Marsh,1685.76
SAL100304,Hector Camacho,Laptop,4,755.21,2025-03-01,South,Retail,Tiffany Hurley,647.85
SAL100305,Sean Cox,Mouse,5,1697.41,2025-05-22,South,Reseller,Dana Li,1456.11
SAL100306,Robert Green,Laptop,6,231.47,2024-12-30,South,Online,Sean Reyes,198.56
SAL100307,Jerry Mahoney,Camera,8,102.72,2025-03-11,South,Retail,John Martinez,88.12
SAL100308,Jacqueline Rollins,Keyboard,8,1942.37,2025-03-25,East,Reseller,Zachary Harrington,1666.25
SAL100309,Traci Jones,Laptop,1,452.06,2024-12-16,North,Retail,Kristen Todd,387.8
SAL100310,Julia Marshall,Monitor,8,567.45,2025-02-06,South,Reseller,Anthony Carr,486.78
SAL100311,Joseph Thomas,Monitor,9,213.69,2024-12-04,Central,Retail,Angela Brown,183.31
SAL100312,Joshua Weaver,Camera,4,1586.88,2025-04-01,South,Reseller,Christopher Moody,1361.29
SAL100313,Erin Blackwell,Camera,6,308.05,2024-08-06,North,Retail,David Sherman,264.26
SAL100314,Amy West,Mouse,7,247.64,2024-10-28,East,Reseller,Monique Moore,212.44
SAL100315,James Evans,Monitor,8,1450.94,2024-10-01,North,Retail,Miguel Castaneda,1244.68
SAL100316,Mary Hahn,Mouse,7,238.22,2025-05-03,East,Reseller,Sara Gordon,204.35
SAL100317,James Thomas,Tablet,9,336.62,2025-03-22,Central,Online,Tammie Young,288.77
SAL100318,Daniel King,Printer,7,408.49,2025-01-07,North,Retail,Shawn Pratt,350.42
SAL100319,Bryce Dunn,Camera,1,1907.59,2024-07-28,Central,Online,Michael Lowery,1636.41
SAL100320,Daniel Zhang,Phone,3,1432.35,2024-10-01,Central,Online,Gina Ferguson,1228.73
SAL100321,Mrs. Jill Singh DVM,Printer,9,1083.12,2024-12-16,Central,Online,Sharon Jackson,929.15
SAL100322,Matthew Mendoza,Camera,4,1191.31,2025-05-08,Central,Online,Charles Coleman,1021.96
SAL100323,Donald Weeks,Camera,8,1926.45,2024-06-19,South,Retail,Jonathan Branch,1652.59
SAL100324,Amanda Jones,Monitor,8,199.13,2024-08-13,Central,Retail,Jacqueline Thompson,170.82
SAL100325,Diane Newman,Keyboard,2,1670.99,2024-10-19,Central,Retail,John Mcdonald,1433.44
SAL100326,Paul Hogan,Keyboard,7,1098.65,2024-10-27,South,Reseller,Kevin Jackson,942.47
SAL100327,Sarah Vazquez,Mouse,9,755.33,2025-04-12,East,Online,Jacqueline Jones,647.95
SAL100328,Richard Chavez,Camera,3,1372.43,2025-05-28,West,Online,Sandra White,1177.33
SAL100329,Bethany Fry,Tablet,7,1291.5,2024-11-11,Central,Online,Robert Jackson,1107.9
SAL100330,Elizabeth Smith,Mouse,3,1861.06,2025-06-03,West,Online,Paige Hall,1596.49
SAL100331,Hannah Wright,Tablet,9,552.43,2025-03-19,South,Online,Mark Meyers,473.9
SAL100332,Candice Owen,Camera,5,621.04,2025-06-08,West,Online,Adam Moody,532.75
SAL100333,Antonio Cain,Printer,8,1107.74,2024-06-30,East,Online,Susan Carter,950.27
SAL100334,Steven Price,Printer,8,492.33,2024-08-09,West,Retail,Alexis Hicks,422.34
SAL100335,Margaret Anderson,Tablet,1,1771.75,2025-06-10,West,Reseller,James Taylor,1519.88
SAL100336,Tina May,Keyboard,4,1098.05,2025-04-19,South,Online,Dr. Rodney Gould MD,941.95
SAL100337,Lori Thompson,Camera,9,1783.57,2025-03-06,South,Online,Kristen Armstrong MD,1530.02
SAL100338,Jennifer Hurley,Keyboard,7,1671.7,2025-03-12,Central,Retail,Aaron Bailey,1434.05
SAL100339,Elizabeth George,Laptop,9,220.66,2024-07-26,East,Reseller,Craig Jones,189.29
SAL100340,William Kim,Printer,7,1543.3,2024-11-23,Central,Retail,Cole Stokes,1323.91
SAL100341,Emily Thompson,Camera,6,1366.27,2025-03-12,West,Online,Angel Chase,1172.04
SAL100342,Scott May,Tablet,3,1421.31,2024-11-26,Central,Retail,William Mitchell,1219.26
SAL100343,Christina Fisher,Camera,2,886.89,2024-10-20,South,Online,Antonio Floyd,760.81
SAL100344,Jennifer Thompson,Printer,1,1216.09,2024-07-24,North,Retail,James Moore,1043.21
SAL100345,Debbie Miller,Printer,9,1825.6,2025-02-13,North,Retail,Thomas Brooks,1566.08
SAL100346,Tamara Aguilar,Camera,5,1954.1,2025-05-04,North,Retail,Keith Gonzales,1676.31
SAL100347,Olivia Ward,Laptop,6,1974.08,2024-12-13,North,Reseller,Danielle Perry,1693.45
SAL100348,Ashley Alvarado,Mouse,1,1692.94,2025-03-30,East,Online,Cynthia Hill,1452.27
SAL100349,Nicolas Taylor,Monitor,2,1989.31,2025-02-26,South,Reseller,Michael Booker,1706.51
SAL100350,Gerald Kline,Mouse,5,1508.42,2025-04-22,West,Online,Daniel Phelps,1293.99
SAL100351,Ronald Morris,Keyboard,1,771.25,2025-03-13,West,Online,Brittany Evans,661.61
SAL100352,Anthony Brown,Keyboard,6,1939.5,2025-01-15,South,Retail,Danielle Jordan,1663.78
SAL100353,Victoria Mullins,Phone,6,237.35,2024-06-13,South,Retail,Andrew Rasmussen,203.61
SAL100354,Robert Aguilar,Printer,2,1906.74,2025-02-25,North,Retail,Laurie Lynch,1635.68
SAL100355,Jason Green,Tablet,4,136.14,2024-08-08,South,Online,Kara Murray,116.79
SAL100356,James Clark,Mouse,9,1980.25,2025-03-05,Central,Online,Brandon Chapman,1698.74
SAL100357,Autumn Patel,Monitor,3,1491.82,2025-03-07,South,Retail,Kelsey Walker,1279.74
SAL100358,Pamela Prince,Keyboard,3,424.7,2025-01-20,South,Online,David Wallace,364.33
SAL100359,Felicia Knight,Mouse,7,1046.45,2025-05-04,South,Retail,Timothy Matthews,897.69
SAL100360,Cheyenne Nelson,Mouse,2,1317.38,2024-08-24,East,Online,William Vasquez,1130.1
SAL100361,Tracy Harris,Camera,7,992.59,2025-02-02,West,Retail,Ashley James,851.48
SAL100362,Jonathan Young,Printer,3,442.43,2024-08-23,Central,Online,Joshua Briggs,379.53
SAL100363,David Farmer,Tablet,7,1389.33,2025-04-23,South,Reseller,Anna Torres,1191.82
SAL100364,Timothy Fisher,Monitor,8,1693.21,2025-03-15,Central,Reseller,Jeremy Brown,1452.51
SAL100365,Teresa Hunt,Camera,8,738.62,2025-06-06,East,Online,Amanda Lewis,633.62
SAL100366,Kathryn Johnson,Printer,6,682.37,2024-10-11,East,Retail,Peter Hernandez,585.37
SAL100367,Andrea Hudson,Tablet,2,1105.65,2025-03-24,North,Retail,Maria Park,948.47
SAL100368,Alexis Serrano,Tablet,6,452.26,2025-04-21,West,Retail,Sarah Whitaker,387.97
SAL100369,Peter Rivera,Tablet,5,688.51,2025-01-13,North,Online,Brooke Stewart,590.63
SAL100370,Cody Montoya,Mouse,6,667.28,2025-06-01,North,Reseller,Cheryl Bell,572.42
SAL100371,Ian Bentley,Camera,1,1733.33,2024-10-21,Central,Reseller,Tanya Lee,1486.92
SAL100372,Kevin Morrison,Printer,2,1598.85,2025-01-16,Central,Retail,Cindy Lewis,1371.56
SAL100373,Christian Mills,Keyboard,5,777.63,2024-06-15,West,Reseller,Gina Andrews,667.08
SAL100374,Megan Armstrong,Phone,2,663.82,2024-06-22,West,Online,Cody Jones,569.45
SAL100375,Melanie Davila,Camera,4,1758.84,2025-03-01,East,Online,Emily Love,1508.81
SAL100376,Kendra Mckinney,Keyboard,2,1967.19,2025-03-02,Central,Retail,Brandon Kerr,1687.54
SAL100377,Karen Davis,Camera,2,984.89,2025-03-07,West,Online,Mr. Timothy Mcgee,844.88
SAL100378,Andrea Lynch,Monitor,7,628.81,2025-06-03,South,Retail,Deborah Parsons,539.42
SAL100379,David Butler MD,Monitor,1,1328.28,2024-07-08,South,Online,Kristy Doyle,1139.45
SAL100380,Jason Anderson,Camera,8,1129.28,2025-03-06,South,Reseller,Theresa Ellis,968.74
SAL100381,Kathy Wilson,Mouse,8,372.56,2025-03-22,South,Reseller,Donna Powers,319.6
SAL100382,Kristine Smith,Keyboard,4,919.63,2024-06-27,East,Retail,Grant Blake,788.9
SAL100383,Amy Gibson,Keyboard,4,1555.24,2025-04-06,East,Online,Matthew Oliver,1334.15
SAL100384,Matthew King,Mouse,1,722.17,2024-10-27,West,Retail,Joshua Robinson,619.51
SAL100385,Lori Warren MD,Camera,2,479.51,2024-12-02,West,Retail,Sean Moore,411.34
SAL100386,Monica Schneider,Mouse,8,535.14,2025-01-09,Central,Reseller,Laura Burns,459.07
SAL100387,Christopher Sullivan,Printer,8,677.74,2024-12-18,East,Reseller,Joshua Mcgee,581.39
SAL100388,Stephanie Diaz,Phone,6,575.94,2025-03-12,North,Online,William Burton,494.07
SAL100389,Steven Thomas,Tablet,5,764.22,2025-02-15,North,Online,Dr. Laura Thomas,655.58
SAL100390,Cynthia Walker,Laptop,3,1203.95,2024-08-27,West,Retail,Trevor Lara,1032.8
SAL100391,Juan Walker,Laptop,9,539.4,2024-12-23,North,Retail,Melissa Garcia,462.72
SAL100392,Lauren Marshall,Keyboard,7,714.76,2024-06-13,North,Online,Terrence Diaz,613.15
SAL100393,Melissa Marks,Mouse,1,1503.89,2025-06-08,South,Reseller,Scott Mueller,1290.1
SAL100394,David Carroll,Tablet,5,1317.03,2025-04-22,South,Reseller,Keith Kemp,1129.8
SAL100395,Brian Griffin,Monitor,2,1383.93,2025-02-25,West,Reseller,Timothy Moore,1187.19
SAL100396,Diane Day,Camera,1,171.26,2025-01-08,Central,Reseller,Rebecca Sparks,146.91
SAL100397,Sandra Thompson,Camera,4,546.54,2024-08-28,West,Reseller,Angela Jones,468.84
SAL100398,Haley Fischer,Tablet,5,1156.89,2024-10-22,North,Retail,Alejandro Lewis,992.43
SAL100399,Whitney Schmitt,Laptop,9,1199.37,2024-11-27,West,Online,Clifford Martin,1028.87
SAL100400,Mary Marsh,Tablet,1,1165.18,2024-07-03,West,Reseller,Andrew Anthony,999.54
SAL100401,Adam Silva,Keyboard,1,621.59,2024-12-15,North,Reseller,Bobby Molina,533.23
SAL100402,Kevin Gutierrez,Keyboard,1,579.19,2024-12-18,Central,Online,Laura Salazar,496.85
SAL100403,Ralph Jones,Printer,4,785.65,2025-05-18,East,Online,Mrs. Jessica Gibson,673.96
SAL100404,John Adams,Phone,6,1669.91,2025-02-27,North,Retail,Richard Garcia,1432.52
SAL100405,Alexa Stanley,Laptop,8,1139.46,2025-03-12,Central,Retail,Angela Greene MD,977.48
SAL100406,Christopher Alexander,Phone,1,1437.26,2025-06-08,South,Online,Tiffany Allen,1232.94
SAL100407,Barbara Mendez,Printer,3,382.52,2025-05-13,North,Retail,Michael Solomon,328.14
SAL100408,Robert Lewis,Mouse,6,1763.57,2025-05-13,North,Online,Jennifer Stevenson,1512.86
SAL100409,Brandon Jackson,Camera,3,759.13,2024-10-07,North,Retail,Elizabeth Leon,651.21
SAL100410,Margaret Williams,Printer,8,1486.89,2025-01-29,East,Retail,Samuel Brown,1275.52
SAL100411,Cathy Pearson,Phone,1,236.01,2024-11-24,Central,Retail,Michael Hill,202.46
SAL100412,Dr. John Cuevas,Tablet,8,384.31,2024-10-01,South,Retail,Patrick Freeman,329.68
SAL100413,Anne Snyder,Camera,2,1700.36,2024-10-22,West,Retail,Thomas Suarez,1458.64
SAL100414,Kathleen Ramirez,Keyboard,2,1570.89,2025-01-27,South,Reseller,Ashley Jones,1347.57
SAL100415,Colin Smith,Keyboard,9,749.98,2025-01-17,South,Online,Jill Dickerson,643.36
SAL100416,Michelle Kelley,Phone,1,1221.74,2024-09-11,South,Online,Samantha Cooper,1048.06
SAL100417,Cody Thomas,Mouse,1,1011.0,2025-02-04,Central,Retail,Cynthia Smith,867.28
SAL100418,Mary Washington,Keyboard,1,1674.27,2024-08-28,North,Online,Cheryl Chapman,1436.26
SAL100419,David Morrow,Laptop,6,937.26,2024-07-03,West,Reseller,Danielle Carroll,804.02
SAL100420,Samuel Brandt,Phone,5,1708.03,2025-03-21,Central,Retail,James Hendrix,1465.22
SAL100421,Mr. Eduardo Robinson,Camera,2,1049.33,2024-11-10,Central,Retail,Robert Fields,900.16
SAL100422,Jacqueline Copeland,Phone,4,1045.68,2024-12-09,Central,Reseller,Mark Rogers,897.03
SAL100423,Gabriel Dalton,Tablet,5,297.01,2025-04-26,Central,Retail,Bob Hardin,254.79
SAL100424,Valerie Patrick,Phone,2,958.57,2025-03-12,West,Reseller,Mr. Mike Wilson,822.3
SAL100425,Michelle Parks,Printer,1,1545.97,2025-02-13,South,Reseller,Dawn Smith,1326.2
SAL100426,Donald White,Laptop,3,1322.64,2025-03-17,East,Online,Ralph Wilson,1134.62
SAL100427,Dr. Jamie Stone,Keyboard,9,711.66,2025-04-26,Central,Retail,Katherine Norton,610.49
SAL100428,Jared Flores,Laptop,4,910.3,2025-02-02,West,Online,Joseph Hicks,780.89
SAL100429,Crystal Ewing,Laptop,1,1883.71,2024-07-14,East,Online,Fernando Brown,1615.92
SAL100430,Erika Reed,Tablet,2,950.82,2025-03-17,West,Reseller,Destiny Richardson,815.65
SAL100431,Daniel Hall,Camera,3,694.12,2024-07-05,East,Retail,William Sloan,595.44
SAL100432,Randall Romero,Laptop,9,870.62,2024-09-30,West,Online,Gina Martinez,746.85
SAL100433,Trevor Choi,Printer,8,632.38,2025-05-19,South,Online,Ryan Higgins,542.48
SAL100434,Joshua Hendricks,Keyboard,2,871.34,2024-08-10,East,Reseller,Karen Brown,747.47
SAL100435,Angel Rogers,Printer,2,472.96,2024-08-25,West,Online,Mary Warner,405.72
SAL100436,Jane White,Printer,2,1089.66,2025-02-03,East,Online,Tracy Bradford,934.76
SAL100437,Monique Walker,Keyboard,3,1362.18,2024-09-13,Central,Online,Christopher Baker,1168.53
SAL100438,Teresa Joseph,Laptop,4,252.47,2025-05-25,Central,Reseller,Mary Taylor,216.58
SAL100439,Ashley Elliott,Tablet,2,1879.74,2024-12-03,West,Retail,Alexis Ford,1612.52
SAL100440,Elizabeth Coleman,Tablet,5,1495.05,2024-09-16,West,Reseller,Emily Torres,1282.52
SAL100441,Jasmine Rogers,Phone,9,425.44,2025-04-24,North,Online,Jose Blair,364.96
SAL100442,Mark Jones,Keyboard,5,189.49,2025-04-21,West,Retail,Linda Hughes,162.55
SAL100443,Brian Gould,Phone,5,405.1,2024-07-10,East,Retail,Jennifer Hendricks,347.51
SAL100444,Scott Anderson,Mouse,4,536.32,2024-08-20,Central,Reseller,Cynthia Green,460.08
SAL100445,Christopher Morris,Keyboard,3,1291.82,2025-02-12,West,Online,Justin Odom,1108.18
SAL100446,Mark Hernandez,Mouse,6,1711.05,2024-11-28,East,Retail,David Pearson,1467.81
SAL100447,Mrs. Crystal Sanders,Mouse,5,1071.19,2024-10-08,West,Retail,Tiffany Hardin,918.91
SAL100448,Jeffery Li,Monitor,5,1929.09,2024-12-23,North,Reseller,Edward Rivera,1654.85
SAL100449,Heather Vargas,Camera,9,1872.84,2024-12-24,Central,Online,Aaron Henry,1606.6
SAL100450,Leslie Martinez,Monitor,9,815.15,2025-06-06,North,Reseller,Heather Stephens,699.27
SAL100451,Misty Gomez,Laptop,5,1181.84,2025-04-27,East,Online,Tiffany Tran,1013.83
SAL100452,Corey Nguyen,Phone,6,1976.32,2025-01-11,West,Online,Adam Vance,1695.37
SAL100453,Jessica Wilson,Printer,5,695.17,2024-11-26,West,Online,Austin Ortiz,596.35
SAL100454,Cindy Miller,Phone,2,562.26,2024-10-23,Central,Retail,Jason Dunn,482.33
SAL100455,Erica Hodge,Printer,3,177.0,2024-07-10,Central,Reseller,James Miller,151.84
SAL100456,Suzanne Gutierrez,Monitor,1,345.44,2025-04-18,North,Online,Karen Klein,296.33
SAL100457,Alicia Bailey,Monitor,4,1414.15,2024-07-17,East,Retail,Thomas Perez,1213.12
SAL100458,Victoria Armstrong,Laptop,6,235.55,2024-12-12,North,Online,Rachel Mcdaniel,202.06
SAL100459,Michael Foster,Printer,5,307.01,2024-08-15,East,Retail,Janice Gill,263.37
SAL100460,Jean White,Laptop,1,477.05,2024-07-26,North,Retail,Christian Ramirez,409.23
SAL100461,Daniel Morales,Monitor,3,568.11,2024-12-01,South,Reseller,Patricia Moody,487.35
SAL100462,Sandra Davis,Printer,5,990.25,2025-04-05,South,Retail,Max Cobb,849.48
SAL100463,Tracy Ruiz,Phone,6,1752.92,2024-12-28,West,Reseller,Roger Hubbard,1503.73
SAL100464,Shannon Wilcox,Monitor,4,1836.86,2024-11-08,Central,Retail,Kristen Curtis,1575.73
SAL100465,Ryan Carson,Printer,5,1075.05,2024-12-26,Central,Retail,Lee Hernandez,922.22
SAL100466,Daniel Simmons,Laptop,4,1671.23,2024-07-06,North,Retail,Dawn Cameron,1433.65
SAL100467,Heidi Newton,Tablet,4,578.48,2024-09-23,West,Online,Stephanie Herrera,496.24
SAL100468,Mary Carey,Monitor,6,1946.25,2025-02-15,East,Online,Anna Higgins,1669.57
SAL100469,Courtney Valencia,Mouse,8,1103.92,2024-09-24,Central,Retail,Michael Moreno,946.99
SAL100470,Vickie Love,Laptop,7,147.55,2025-06-05,North,Retail,Jamie Salazar,126.57
SAL100471,Ashley Walker,Phone,9,630.25,2024-08-15,West,Reseller,Lee Martin,540.65
SAL100472,Donna Lewis,Camera,4,999.19,2024-07-10,West,Retail,Lucas Spencer,857.15
SAL100473,Theresa Weiss,Keyboard,9,1271.71,2024-12-14,Central,Retail,Stacy Bowen,1090.93
SAL100474,Brandon Adkins,Tablet,6,185.1,2024-07-23,South,Retail,Allison Mack DDS,158.79
SAL100475,Kevin Martinez,Printer,6,1647.11,2024-09-02,East,Online,Shelly Yates,1412.96
SAL100476,Barbara Dodson,Monitor,4,1978.72,2025-02-13,North,Reseller,Amber Holmes,1697.43
SAL100477,Lindsay Henderson,Tablet,5,885.78,2024-11-19,South,Retail,Benjamin Wilson,759.86
SAL100478,Matthew Morales,Printer,4,797.54,2025-05-08,East,Reseller,Ashley Ortiz,684.16
SAL100479,Stephanie Scott,Laptop,1,633.77,2024-07-31,South,Online,Cynthia Carter,543.67
SAL100480,Sarah Young,Phone,9,1714.49,2024-10-26,North,Online,Mary Walker,1470.76
SAL100481,Corey Guerrero,Printer,2,148.19,2024-10-23,East,Reseller,Matthew Wyatt,127.12
SAL100482,Kendra Wells,Printer,1,819.91,2025-03-21,North,Online,Jerry Clark,703.35
SAL100483,Danielle Clark,Phone,1,1182.25,2025-01-03,West,Retail,Karen Baker,1014.18
SAL100484,Felicia Harris,Mouse,4,1419.28,2025-04-27,North,Online,Cameron Stokes II,1217.52
SAL100485,Melissa Gray,Laptop,9,834.21,2024-08-13,East,Retail,Mr. William Perez,715.62
SAL100486,Christine Brown,Camera,1,515.33,2025-03-26,Central,Online,Charles Davis,442.07
SAL100487,Larry Arnold,Tablet,1,1421.19,2025-04-23,South,Online,Dawn Morales,1219.16
SAL100488,Jeffery Greer,Printer,5,1417.68,2025-02-16,West,Online,Justin Compton,1216.14
SAL100489,Eric Aguirre,Monitor,8,161.14,2025-02-20,East,Online,Pamela Esparza,138.23
SAL100490,Christina Williams,Keyboard,5,721.75,2024-11-28,North,Reseller,Morgan Ramos,619.15
SAL100491,Samantha Marshall,Mouse,9,1605.68,2024-11-07,South,Online,Mary Weber,1377.42
SAL100492,Randall Blanchard,Keyboard,9,902.01,2025-03-11,West,Retail,Nicholas Lewis,773.78
SAL100493,Joel Jackson,Keyboard,1,690.43,2025-01-01,Central,Online,Amy Wright MD,592.28
SAL100494,Crystal Franklin,Printer,1,983.32,2025-01-25,South,Reseller,William Thomas,843.53
SAL100495,Matthew Carroll,Tablet,4,864.33,2024-11-13,West,Retail,William Wilson,741.46
SAL100496,Jeremy Miller,Laptop,3,1550.84,2024-11-13,South,Online,Justin Stone,1330.37
SAL100497,Kristy Foster,Tablet,5,1232.61,2024-06-22,East,Reseller,Nicole Anderson DDS,1057.38
SAL100498,Jeremy Lopez,Keyboard,4,379.25,2025-05-19,North,Online,Justin Cunningham,325.34
SAL100499,Bethany Hernandez,Laptop,9,1787.49,2025-05-05,South,Online,Robert Liu,1533.38
SAL100500,Rachel Bennett,Keyboard,4,696.19,2025-03-09,South,Retail,Susan Monroe,597.22
SAL100501,Deanna Singleton,Printer,6,1361.97,2024-07-18,North,Retail,Katherine James,1168.35
SAL100502,Gary Reed,Camera,4,1570.67,2024-09-25,West,Retail,Laura Fowler,1347.39
SAL100503,Donna Sloan,Keyboard,4,852.51,2025-05-06,North,Retail,Kristopher Torres DVM,731.32
SAL100504,Annette Norton,Printer,9,366.11,2024-06-16,East,Reseller,Shannon Goodwin,314.06
SAL100505,Nathan Mathis,Tablet,5,1865.6,2025-02-17,East,Reseller,Brian Reyes,1600.39
SAL100506,Paul Frye,Monitor,4,142.51,2025-03-05,North,Retail,Cameron Reynolds,122.25
SAL100507,Christine House,Camera,5,1242.56,2025-05-13,Central,Reseller,Toni Scott,1065.92
SAL100508,Penny Harrison,Printer,8,441.18,2024-07-10,South,Reseller,Patrick Davis,378.46
SAL100509,Emily Gomez,Tablet,3,287.5,2025-01-19,North,Reseller,Nancy Potter DDS,246.63
SAL100510,Laurie Elliott,Phone,3,1751.68,2025-01-03,West,Retail,Rodney Hughes,1502.66
SAL100511,Amy Anderson,Laptop,6,435.36,2025-04-15,West,Retail,Alexis Lee,373.47
SAL100512,Patrick Church,Printer,3,1077.35,2024-11-16,South,Online,Paul Morris,924.2
SAL100513,Michael Watts,Mouse,6,304.16,2024-10-29,Central,Retail,Victor Warren,260.92
SAL100514,Zoe Newman,Mouse,4,1995.83,2024-10-25,East,Retail,Johnny Flores,1712.11
SAL100515,Kelsey Williams,Mouse,6,1348.27,2024-10-14,South,Online,Jessica Vaughn,1156.6
SAL100516,David Miller,Phone,7,672.94,2024-08-22,East,Reseller,Tara Powell,577.28
SAL100517,Juan Ortiz,Keyboard,9,1470.2,2024-10-01,West,Online,Kenneth Martin,1261.2
SAL100518,Ariel Flores,Keyboard,5,839.6,2024-12-02,Central,Online,Kenneth Chase,720.24
SAL100519,Cody Neal,Monitor,6,1818.36,2025-05-29,East,Reseller,Shelly Figueroa,1559.86
SAL100520,Eric Brown,Mouse,3,263.38,2024-10-30,Central,Reseller,Tamara Smith,225.94
SAL100521,Catherine Oconnor,Keyboard,7,1936.79,2024-08-17,South,Online,Jeffrey Brown,1661.46
SAL100522,Monica White,Laptop,9,414.21,2024-07-31,North,Retail,Nina Williamson,355.33
SAL100523,Carla Newman,Mouse,4,871.19,2024-06-23,West,Reseller,Karen Bryan,747.34
SAL100524,Heather Davis,Monitor,6,908.43,2025-02-01,South,Reseller,Angela Ramirez,779.29
SAL100525,Karen Burke,Monitor,8,204.77,2024-08-17,East,Retail,Jennifer Cochran,175.66
SAL100526,Ryan Gibson,Printer,8,1806.46,2025-01-19,North,Online,Alexis Morris,1549.66
SAL100527,Henry Davenport MD,Printer,7,125.6,2025-02-13,South,Reseller,Brandon Brown,107.74
SAL100528,Amanda Ballard,Monitor,4,1053.87,2025-05-19,North,Retail,Ashley Caldwell,904.05
SAL100529,Melissa Daniels,Tablet,8,1208.94,2025-04-25,East,Online,Thomas Thomas,1037.08
SAL100530,Jacob Morales,Mouse,1,1303.81,2024-12-08,North,Online,Robert Dixon,1118.46
SAL100531,John Klein,Laptop,6,1746.5,2024-10-26,East,Online,Christina Wagner,1498.22
SAL100532,Gloria Terry,Keyboard,8,226.74,2024-08-01,South,Online,Whitney Thomas,194.51
SAL100533,Christopher Moore,Monitor,9,169.55,2024-12-29,North,Reseller,Jerry Willis,145.45
SAL100534,John Smith,Tablet,6,583.53,2025-05-04,Central,Retail,Michael Duran,500.58
SAL100535,Michael Keith,Printer,6,1562.22,2025-02-01,South,Retail,Preston Mendoza,1340.14
SAL100536,Kathleen Bush,Phone,2,1850.29,2025-01-03,North,Retail,Jesse Prince,1587.26
SAL100537,Jessica Mckinney,Mouse,1,816.27,2025-03-19,South,Reseller,Christopher James,700.23
